_id,additional,firstName,lastName,role,fullName,gnd,occupation
6504166ba47588ad6024b0fc,,Ferdinand,Treuring,Etienne,"Treuring, Ferdinand",1330472756,Schauspieler
6504166ba47588ad6024b0ff,1966-1969,Heinz,Trixner,Gabriel,"Trixner, Heinz",108475824,Schauspieler
6504166ba47588ad6024b104,,Alexander,Trojan,General,"Trojan, Alexander",1027132154,Schauspieler
6504166ba47588ad6024b10a,,Margot,Trooger,"Dorli, seine Frau","Trooger, Margot",105825174,Schauspieler
6504166ba47588ad6024b10d,,Rolf,Truxa,"Hansel, Valentins Kind","Truxa, Rolf",1062215443,Schauspieler
6504166ba47588ad6024bed3,,Ilse,Träbing,Kostüme,"Träbing, Ilse",1309001545,Schauspieler
6504166ba47588ad6024b111,"1848-1929, Hofschauspieler",Dr. Rudolf,Tyrolt,August,"Tyrolt, Rudolf",117439983,Schauspieler
65917acf51cd38b41014af9e,,Reginald,Tögl (Toegl),Hansel,Reginald Tögl (Toegl),,Schauspieler
653d805b00806585028eabd8,,Karl,Töpfer,,"Töpfer, Karl",104309040,Schauspieler
653e3d15008065850292c403,,Dr. Carl (Karl),Töpfer,Fritz,"Töpfer, Karl",104309040,Schauspieler
667e63696bf80e1c7670a6ba,,Bruno,Uher,Am Doppelflügel,"Uher, Bruno",134543920,Schauspieler
664512f92ab4d9095f8b5576,,Wilhelmine,Ullmaier,Adele,"Schenk-Ullmeyer, Wilhelmine",117229008,Schauspieler
6504166ba47588ad6024b123,,Wilhelmine,Ullmayer (Ullmaier),"Adele, ein Kind von 8 Jahren","Schenk-Ullmeyer, Wilhelmine",117229008,Schauspieler
6504166ba47588ad6024b116,,Maria Josefa,Unger,"Bianca, Oliviens Hofmeisterinn",Maria Josefa Unger,,Schauspieler
6504166ba47588ad6024b119,,Karl,Unzelmann,"Perin, Sekretär und Vertrauter der Prinzessin","Unzelmann, Karl Wilhelm Ferdinand",118625543,Schauspieler
6504166ba47588ad6024b117,verehel. Wagner,Bertha,Unzelmann,Orsina,"Unzelmann, Berta",117311030,Schauspieler
653fd7eb00806585029c94f3,,Karl Wolfgang,Unzelmann,Perin,"Unzelmann, Carl Wolfgang",117311154,Schauspieler
658f03ce51cd38b410089bda,,Barbara,Uth,Solange,Barbara Uth,,Schauspieler
66d84135ee1bc6f9d4938269,,Hubert,V. Meyerinck,Graf Aloysius Palen,"Meyerinck, Hubert von",118581988,Schauspieler
66d8416dee1bc6f9d4941bcf,,Alexa,V. Porembsky,Eine Jungfer,"Porembsky, Alexa von",1062373669,Schauspieler
6504166ba47588ad6024b124,,Josef,Valenti,Chor Don Cesars,Josef Valenti,,Schauspieler
6504166ba47588ad6024b8ef,,Alfred Marcel,Valmy,,"Valmy, Alfred Marcel",126900817,Schauspieler
69120a91dd3949980ba24ce5,,Porter,Van Zandt,Regie,Porter Van Zandt,,Schauspieler
6504166ba47588ad6024b126,,Karoline,Vanini,"Ernestine, seine Tochter","Vanini, Karoline",117346209,Schauspieler
6504166ba47588ad6024b12d,1838-1907,Mathilde,Veneta,Gertrude,"Veneta, Mathilde",117370231,Schauspieler
6504166ba47588ad6024b134,,Paul,Verhoeven,,"Verhoeven, Paul",117371327,Schauspieler
6504166ba47588ad6024b136,,Luzius,Versell,Ein Kellner,"Versell, Luzius",1330627148,Schauspieler
664625a32ab4d9095fddba81,"Stadttheater Frankfurt, Landestheater Prag",Anna,Versing-Hauptmann,Adrienne,"Versing-Hauptmann, Anna",117390488,Schauspieler
6504166ba47588ad6024b138,,Anna,Verstl,Seifensieder,Anna Verstl,,Schauspieler
6504166ba47588ad6024b13a,1807-1876,Johann Baptist,Verstl,Samuel,"Verstl, Johann Baptist",1330621689,Schauspieler
6504166ba47588ad6024b140,,Edwina von,Viereck,Elisabeth,"Viereck, Edwina",117414190,Schauspieler
6504166ba47588ad6024b12f,,Richard,Vogel,Ein Polizist,Richard Vogel,,Schauspieler
6504166ba47588ad6024b902,1772-1843,Wilhelm,Vogel,,Wilhelm Vogel,,Schauspieler
6504166ba47588ad6024b132,,Ignaz,Vogler,Ressourcengast,"Vogler, Ignaz",124203604,Schauspieler
6504166ba47588ad6024b13d,,Adolf,Vollkomm,Herzog (Zwischenspiel),"Vollkomm, Adolf",1330626524,Schauspieler
6504166ba47588ad6024b13e,1904-1972,Eduard,Volters,"Der Steinpilz, Bezirksvorsteher","Volters, Eduard",1264971346,Schauspieler
6504166ba47588ad6024b5aa,,Johann Heinrich,Voss,Deutsch,"Voß, Johann Heinrich",118627910,Schauspieler
6504166ba47588ad6024b5ab,,Julius von,Voss (Voß),Deutsch,"Voß, Julius von",118627929,Schauspieler
651691d696c724dc0090cb65,,Ulrich,Voß,Deutsch,Ulrich Voß,,Schauspieler
6504166ba47588ad6024b17a,,"(WASOWICZ), Ida von",WASOWITZ,"Ernestine, ihr Kammermädchen","(WASOWICZ), Ida von WASOWITZ",,Schauspieler
66be71a2797f4aaa6a8f1558,,Oskar,Waelterlin,Regie,Oskar Waelterlin,,Schauspieler
6504166ba47588ad6024b14b,,Fanny,Wagener,Fritz,Fanny Wagener,,Schauspieler
6504166ba47588ad6024b14c,1904-1992,Hilde,Wagener,"""Stabat mater""","Wagener, Hilde",119286009,Schauspieler
6504166ba47588ad6024b15c,1818-1874,Friedrich,Wagner,Sittig,Friedrich Wagner,,Schauspieler
6504166ba47588ad6024b149,,Karl,Wagner,Laertes,Karl Wagner,,Schauspieler
6504166ba47588ad6024b147,1818-1870,Josef,Wagner,Hamlet,"Wagner, Joseph",117102458,Schauspieler
6504166ba47588ad6024b153,"Hofschauspielerin, verehel. Goschalla",Rosa,Wagner,"Ernestine, ihr Kammermädchen","Goschalla, Rosa",1327658399,Schauspieler
6504166ba47588ad6024b151,,Paul,Wagner,Uriel Acosta,Paul Wagner,,Schauspieler
6504166ba47588ad6024b157,,Theodor,Wagner,Uriel Acosta,Theodor Wagner,,Schauspieler
6504166ba47588ad6024b14f,geb. Unzelmann,Bertha,Wagner,"Ophelia, Tochter des Polonius","Unzelmann, Berta",117311030,Schauspieler
6504166ba47588ad6024b15a,,Franziska,Wagner,Jolanthe,Franziska Wagner,,Schauspieler
6504166ba47588ad6024b14e,,"d. J., Anton",Wagner,Jonathan,"d. J., Anton Wagner",,Schauspieler
6504166ba47588ad6024b14d,1781-1860,"d. Ä., Anton",Wagner,David,"d. Ä., Anton Wagner",,Schauspieler
650c0541258213a8dc5f9b50,,Hermann,Wagner,4. Bursche,Hermann Wagner,,Schauspieler
651691d696c724dc0090cb6a,,Anna Elisabeth,Wagner,Sittig,Anna Elisabeth Wagner,,Schauspieler
662a8c1d46b3b9baaf35d0ca,a. G. aus Leipzig,J.,Wagner,"Don Carlos, der Kronprinz",J. Wagner,,Schauspieler
662fa8f8c98953bbf0df9ab3,Gast aus Berlin,Fr.,Wagner-Unzelmann,"Jolanthe, seine Tochter","Unzelmann, Berta",117311030,Schauspieler
6504166ba47588ad6024b15e,,Eleonore,Wahlmann-Wilführ,Johanna,"Benzinger-Wahlmann, Eleonore",116124075,Schauspieler
6504166ba47588ad6024b163,1850-1919,Fanny,Walbeck,Angela,"Walbeck, Fanny",117115886,Schauspieler
67c6f3ae30450db5f698dcb5,,Prof. Josef,Waldapfel,"Festrede ""Die Tragödie des Menschen und ihr Dichter""","Waldapfel, Hermann-Josef",172550246,Schauspieler
69120384dd3949980ba0dbf2,,Daniel,Walker,Ushers,Daniel Walker,,Schauspieler
67c187dc30450db5f6515d21,,Eli,Wallach,"""The Gattyburg Address""","Wallach, Eli",130223948,Schauspieler
6504166ba47588ad6024b160,1793-1872,Ludwig,Wallbach,Thal,"Wallbach, Ludwig, der Ältere",11712236X,Schauspieler
665b2be9f11595c123898f19,,Frl.,Wallbeck,Ida,Frl. Wallbeck,,Schauspieler
6504166ba47588ad6024b164,,Margarete,Wallmann,Tanzeinstudierung,"Wallmann, Margarethe",117126780,Schauspieler
6504166ba47588ad6024b165,,Martha,Wallner,"Aus Woyzeck: b) Marien Kammer, Marie - Woyzeck","Wallner, Martha",1027151809,Schauspieler
6504166ba47588ad6024b5ba,,Charlotte,Walter,Jane Eyre,Charlotte Walter,,Schauspieler
651691d696c724dc0090cb7c,,Gerhard,Walter,Freiwillige,Gerhard Walter,,Schauspieler
651691d696c724dc0090cb7e,,Kinga,Walus,mit,Kinga Walus,,Schauspieler
6504166ba47588ad6024b5bc,"Pseudonym Zell, F.",Camillo,Walzel,,"Walzel, Camillo",1316655652,Schauspieler
6504166ba47588ad6024b169,,Sigmund,Wang,4. Freiwilliger,Sigmund Wang,,Schauspieler
6504166ba47588ad6024b16a,"Regie, Bühne",Herbert,Waniek,Regie,"Waniek, Herbert",119282879,Schauspieler
667310ec6bf80e1c7643df35,Vom Stadttheater in Hamburg,Hermann,Wanka,Rosenkranz (Hofleute),Hermann Wanka,,Schauspieler
6504166ba47588ad6024b175,1902-1905,Otto,Wanka,Rosenkranz (Hofleute),"Wanka, Otto",117137693,Schauspieler
6504166ba47588ad6024b5c0,,Wilhelm von,Wartenegg,,"Wartenegg, Wilhelm von",117145742,Schauspieler
667171416bf80e1c76a77c49,,Johann,Waschatko,4. Freiwilliger,"Waschatko, Hanns",117146005,Schauspieler
6504166ba47588ad6024b17d,,Wilhelm,Wassermann,Vansen,"Wassermann, Wilhelm",11714956X,Schauspieler
690c600c52365fce4c987f3d,,Victoria,Watts,"Verwandte von Titus, Priester, Richter, Soldaten, Jäger, Bürger und Goten","Watts, Victoria",1199041076,Schauspieler
6504166ba47588ad6024b180,1884-1963,Hermann,Wawra,Der Kuckuck,"Wawra, Hermann",1062291506,Schauspieler
690c5e7452365fce4c9879a6,,Alan,Webb,"Marucs Andronicus, Volkstribun und Bruder von Titus",Alan Webb,,Schauspieler
6504166ba47588ad6024c0db,,Anselm,Weber,Musik,Anselm Weber,,Schauspieler
65edf9e84578d73148fbc3c7,,Anton,Weber,Herr von Thal,Anton Weber,,Schauspieler
6504166ba47588ad6024b18f,,Karl,Weber,Zimmermann,Karl Weber,,Schauspieler
6504166ba47588ad6024b183,1820-1869,Friederike,Weber,Babette,Friederike Weber,,Schauspieler
6504166ba47588ad6024b194,1802-1826,Louise (Aloysia),Weber,Trudchen,"Weber, Aloysia",122638212,Schauspieler
66314396fddd7a426c1b2915,a. G. aus Wiesbaden,Herr,Weber,"Christian Thimotheus Bloom, Großkaufmann",Herr Weber,,Schauspieler
654416bc0080658502ac041a,,,Weber d. Ä.,Thal,"Weber, D. A.",123030439,Schauspieler
6504166ba47588ad6024b17c,1959-1972,Peter,Weck,Mario,"Weck, Peter",136202500,Schauspieler
6504166ba47588ad6024b187,,Leo,Wegscheider,Bambergscher Reiter,Leo Wegscheider,,Schauspieler
6504166ba47588ad6024b18c,1742-1810,Josef,Weidmann,Casper,"Weidmann, Joseph",139097392,Schauspieler
6504166ba47588ad6024b18b,1785-1867,Carl Franz,Weidmann,Heinrich,"Weidmann, Franz Carl",130175161,Schauspieler
6504166ba47588ad6024b191,1730-1799,Christiane Friedericke,Weidner,Seine Frau,"Lorenz, Christiane Friederike",136252826,Schauspieler
6504166ba47588ad6024b906,,Hans,Weigel,Gesangstexte,"Weigel, Hans",118630083,Schauspieler
6504166ba47588ad6024b909,,Josef von,Weilen,,"Weilen, Joseph von",11725634X,Schauspieler
671613801154ae2a37b101c4,,Gerald,Weilharter,Licht,Gerald Weilharter,,Schauspieler
6504166ba47588ad6024b19a,,Helene,Weinberger,Elise,"Weinberger, Helene",1113609427,Schauspieler
6504166ba47588ad6024b19b,1749-1779,Johann Franz,Weiner,Michel,"Weiner, Franz Johann",1330646789,Schauspieler
6651f3e12ab4d9095f38fa2b,,Herr,Weintopf,Werni,Herr Weintopf,,Schauspieler
6504166ba47588ad6024b1a4,,Karl,Weiser,1. Diener,"Weiser, Karl",117277835,Schauspieler
6504166ba47588ad6024b910,,Christian Felix,Weisse,,"Weiße, Christian Felix",118630563,Schauspieler
6504166ba47588ad6024b911,,Alois,Weissenbach,,"Weißenbach, Aloys",117300608,Schauspieler
6504166ba47588ad6024b196,,Fanny,Weissenthurn,Käthchen (zwei Besetzungen),"Weißenthurn, Fanny von",1330635043,Schauspieler
6504166ba47588ad6024b912,"geb. Grünberg, 1773-1847",Johanna Franul von,Weissenthurn,Fenisa,"Franul von Weißenthurn, Johanna",116752505,Schauspieler
660c0b6a21b0fcd2e68c661f,Städtisches Theater Preßburg,Mlle,Weiß,Kammerfrau,Mlle Weiß,,Schauspieler
6647455f2ab4d9095f671152,Stadttheater Breslau,Flaminia,Weiß,Adelheid,"Hoffmann, Flaminia",130183040,Schauspieler
6504166ba47588ad6024b1ab,Karoline,"(auch WEIHS), Carola",Weiß,Kammerfrau,"(auch WEIHS), Carola Weiß",,Schauspieler
6504166ba47588ad6024b1a1,1937,Hans,Welz,Kammermusiker,"Welz, Hans",1330635752,Schauspieler
658b398151cd38b410f08942,1923-1957,Stella,Wendt,Bauernpaar,"Viczen-Wendt, Stella",1330621913,Schauspieler
6504166ba47588ad6024b1a7,,Hans,Wengraf,"Chevalier Dumont, Flottwells Freund","Wengraf, John",136962327,Schauspieler
6504166ba47588ad6024b1b0,1947-1948,Hans,Weniger,Raoul von Gerau,Hans Weniger,,Schauspieler
6504166ba47588ad6024b916,,Josef,Wenter,,"Wenter, Josef",118631314,Schauspieler
6504166ba47588ad6024b1ba,,Eduard,Werner,"Francisco, ein Soldat",Eduard Werner,,Schauspieler
6504166ba47588ad6024b1b9,,Adolf,Werner,Portier,Adolf Werner,,Schauspieler
6504166ba47588ad6024b1c9,"1941-1949, 1951-1955, 1960-1961",Oskar,Werner,Regie,"Werner, Oskar",118767186,Schauspieler
6504166ba47588ad6024b1c1,,Hedwig,Werner,Ida,Hedwig Werner,,Schauspieler
6504166ba47588ad6024b1cc,,Annemarie,Wernicke,"Laida, ihre Magd","Wernicke, Annemarie",1061969401,Schauspieler
6504166ba47588ad6024b1cf,1860-1887,Josefine,Wessely,Königin Blanda,"Wessely, Josefine",117314544,Schauspieler
651691d696c724dc0090cbb9,,Paula,Wessely,Der Tannenbaum (Andersen),"Wessely, Paula",118631756,Schauspieler
6504166ba47588ad6024b1b6,,Paula,Wessely (verehel. Hörbiger),Königin Blanda,"Wessely, Paula",118631756,Schauspieler
6504166ba47588ad6024b5c9,Pseud. von J. Schreyvogel,Carl August,West,Deutsch,"Schreyvogel, Joseph",119368579,Schauspieler
6504166ba47588ad6024bef6,,Nina,Wetzel,Ernestine,"Wetzel, Nina",1061311961,Schauspieler
6504166ba47588ad6024b1c2,1838-1916,Ernestine,Wetzel-Negro,Ernestine,"Dingelstedt, Ernestine von",116141085,Schauspieler
6504166ba47588ad6024c0e2,,Rudolf,Weys,Dramaturgie,"Weys, Rudolf",128581956,Schauspieler
690c607452365fce4c987f5b,,Peter,Whitbread,"Verwandte von Titus, Priester, Richter, Soldaten, Jäger, Bürger und Goten",Peter Whitbread,,Schauspieler
690c607e52365fce4c987fc3,,Ian,White,"Verwandte von Titus, Priester, Richter, Soldaten, Jäger, Bürger und Goten",Ian White,,Schauspieler
6504166ba47588ad6024b5cc,,Ernst,Wichert,,"Wichert, Ernst",11733555X,Schauspieler
6504166ba47588ad6024b1d8,,Elisabeth,Wielander,Ly,Elisabeth Wielander,,Schauspieler
6504166ba47588ad6024b1d9,,Carl,Wiene,Rosenkranz,"Wiene, Carl",117362514,Schauspieler
65af7e024cfe378558285999,,,Wiener Philharmoniker,Orchester,Wiener Philharmoniker,,Schauspieler
6504166ba47588ad6024b5d4,,Franz,Wiesner,Chor Don Cesars,Franz Wiesner,,Schauspieler
6504166ba47588ad6024b1ee,1878-1932,Josef,Wiesner,"Laurent, Diener","Wiesner, Josef",1330639960,Schauspieler
6504166ba47588ad6024b1d4,"geb. Baudius, 1843-1937",Auguste,Wilbrandt,Katharina,"Wilbrandt-Baudius, Auguste",117378186,Schauspieler
6504166ba47588ad6024b5d6,1837-1911,Adolf,Wilbrandt,Marguérite,"Wilbrandt, Adolf von",118807250,Schauspieler
6504166ba47588ad6024b1d6,1820-1878,Mathilde,Wildauer,Cäcilie,"Wildauer, Mathilde",117379700,Schauspieler
665473852ab4d9095ff6fffb,,Frau,Wildbrandt,Susanne von Bric,"Wilbrandt-Baudius, Auguste",117378186,Schauspieler
6504166ba47588ad6024b5d9,,Thornton,Wilder,Produced under the supervision,"Wilder, Thornton",118632817,Schauspieler
6504166ba47588ad6024b1e0,,Karl,Wilfried,Polizisten,Karl Wilfried,,Schauspieler
6504166ba47588ad6024b1e1,,Karl,Wilhelm,Ein Edelmann,"Harloff, Hans",1062416554,Schauspieler
6630eaaafddd7a426cdac111,vom Hoftheater zu Dresden,Antonie,Wilhelmi,Donna Diana,"Wilhelmi, Antonie",116621222,Schauspieler
6504166ba47588ad6024b1e8,1788-1852,Friedrich,Wilhelmi,Präsident,Friedrich Wilhelmi,,Schauspieler
6504166ba47588ad6024b5db,Pseud. f. Alexander Viktor Zechmeister,Alexander,Wilhelmi,"Anselm Bloom, pensionierter Hauptmann, des Handelsherrn Bruder","Wilhelmi, Alexander",117381187,Schauspieler
6504166ba47588ad6024b1e9,,Edith,Wilhelmseder,"Klein Helga, dessen Tochter",Edith Wilhelmseder,,Schauspieler
6504166ba47588ad6024b1eb,1882-1958,Gisela,Wilke,Venus,"Wilke, Gisela",117383597,Schauspieler
6504166ba47588ad6024b1ea,1820-1892,Carl,Wilke,"Laertes, dessen Sohn",Carl Wilke,,Schauspieler
6504166ba47588ad6024b1f1,,Jürgen,Wilke,Arjuna,"Wilke, Jürgen",117383775,Schauspieler
6504166ba47588ad6024b1f5,,Herr,Willi,Diener der Gräfin,Herr Willi,,Schauspieler
6504166ba47588ad6024bca7,,Tennessee,Williams,,"Williams, Tennessee",118633333,Schauspieler
691203dcdd3949980ba0dbfe,,Astrid,Wilsrud,Children,Astrid Wilsrud,,Schauspieler
671613801154ae2a37b101cc,,Michaela,Wimmer,mit,"Wimmer, Michaela",134083784,Schauspieler
6504166ba47588ad6024b20d,,Adolf,Winds,"Claudius, König von Dänemark","Winds, Adolf",11740196X,Schauspieler
6504166ba47588ad6024b20e,,Herta,Windschild,Wera Ehmig,"Windschild, Herta",11740232X,Schauspieler
65ff445221b0fcd2e62aa04f,,Eleoni,Winter,Wilhelm,Eleoni Winter,,Schauspieler
6504166ba47588ad6024b922,Pseudonym Adelphi,Adolf von,Winterfeld,,"Winterfeld, Adolf von",117410306,Schauspieler
67c187a430450db5f6515ce4,,Lawrence,Winters,Es wirken mit,"Winters, Lawrence",134559207,Schauspieler
6504166ba47588ad6024b200,geb. Pistor,Betty,Wintersteiner,Cäcilie,"Pistor-Wintersteiner, Betty",1329540999,Schauspieler
6504166ba47588ad6024b201,1937,Gucki,Wippel,Die Nichte des Antiochus,"Wippel, Gucki",1062429036,Schauspieler
6504166ba47588ad6024b20b,,Herr,Witt,Herzog von Schwaben (Kaiser),Herr Witt,,Schauspieler
6504166ba47588ad6024b20c,1870-1938,Lotte,Witt,"Margarethe, ihre Schwester","Witt, Lotte",117416363,Schauspieler
6504166ba47588ad6024b20f,1848-1907,Eugen,Witte,Lancelot,"Witte, Eugen",117420441,Schauspieler
6504166ba47588ad6024b219,1871-1918,Auguste,Wittels,Königin,"Wittels, Auguste",116654066,Schauspieler
6651f1dd2ab4d9095f31b662,,Herr,Witter,Attinghausen,Herr Witter,,Schauspieler
6504166ba47588ad6024b21d,,Gustav,Wittmayer,Ein Kammerherr,"Wittmayer, Gustav",1330873548,Schauspieler
6504166ba47588ad6024b221,,Hans,Wlasak,Der Blosse Pankarter,"Wlasak, Hans",1330873572,Schauspieler
6504166ba47588ad6024b223,,Helene,Wlasto,"Bertha, ihre Tochter",Helene Wlasto,,Schauspieler
6504166ba47588ad6024b237,1901-1970,Heinz,Woester,Lyrik und Prosa. Es lesen,"Woester, Heinz",112860499X,Schauspieler
6504166ba47588ad6024b211,1881-1972,Else,Wohlgemuth,Gäste,"Wohlgemuth, Else",117457272,Schauspieler
6504166ba47588ad6024b217,1912-2007,Gusti,Wolf,Bianca,"Wolf, Gusti",117444472,Schauspieler
6504166ba47588ad6024b216,,Erich,Wolf,"Thomas, Schiffer",Erich Wolf,,Schauspieler
6657702ef11595c123dc3bb5,,Julie,Wolf,Kind,"Wolf, Julie",101323216X,Schauspieler
6504166ba47588ad6024b214,,Andreas,Wolf,"Imre Madách: ""Die Tragödoe des Menschen"" Vier Szenen. Mit",Andreas Wolf,,Schauspieler
6504166ba47588ad6024b226,1911-1936,Jakob,Wolf,Ein armer Sünder,Jakob Wolf,,Schauspieler
661c04cb21b0fcd2e6cdf8a9,Gast aus Grätz,Herr,Woller,Sittig,Herr Woller,,Schauspieler
6504166ba47588ad6024b230,"1834-1897, verehel. Gräfin O'Sullivan de Gras",Charlotte,Wolter,Katharina von Rosen,"Wolter, Charlotte",11880782X,Schauspieler
6504166ba47588ad6024b236,,Katharina,Woratsch,"Bertha, seine Tochter",Katharina Woratsch,,Schauspieler
69120522dd3949980ba0dc31,,Theodis,Worthey,John,Theodis Worthey,,Schauspieler
69120b47dd3949980ba24ddc,,Karen,Worthey,Children,Karen Worthey,,Schauspieler
69120679dd3949980ba0dc6a,,Keith,Worthey,Percy,Keith Worthey,,Schauspieler
6912066fdd3949980ba0dc65,,Denise,Worthey,Martha,Denise Worthey,,Schauspieler
6912065ddd3949980ba0dc61,,Blanche,Worthey,Mary,Blanche Worthey,,Schauspieler
668c0e667923a46858b9a8f4,1940,Herr,Wostala,Chor der Burschen,Herr Wostala,,Schauspieler
6504166ba47588ad6024b238,1790-1869,Ludwig,Wothe,Baron Reden,"Wothe, Ludwig",138466114,Schauspieler
6504166ba47588ad6024b23b,,Käthe,Wreden,Herren und Damen aus dem Publikum,Käthe Wreden,,Schauspieler
690c5f6f52365fce4c987d1c,,Meurig,Wyn-Jones,"Der junge Lucius, Sohn von Lucius","Barry, David",1301176788,Schauspieler
6552d5890080658502ba2a71,verehel. Gabillon,Zerline,Würzburg,Virginie von Blossac,"Gabillon, Zerline",116333316,Schauspieler
6504166ba47588ad6024b241,,Herr,Ywald,Freiwillige,Herr Ywald,,Schauspieler
6504166ba47588ad6024c0f1,,Horst,Zankl,Regie,"Zankl, Horst",1047467887,Schauspieler
6504166ba47588ad6024b254,,Elena,Zareschi,Elettra,"Zareschi, Elena",124396720,Schauspieler
6504166ba47588ad6024b257,1937,Johanna,Zartl,Zweite Frau,Johanna Zartl,,Schauspieler
6504166ba47588ad6024b259,,Berti,Zauner,4. Mädchen,Berti Zauner,,Schauspieler
6504166ba47588ad6024b936,,Roman,Zawistowski,Regie,Roman Zawistowski,,Schauspieler
6504166ba47588ad6024b244,1807-1861,Anna,Zeiner,Rätin,"Zeiner, Anna",1021269794,Schauspieler
651691d696c724dc0090cc16,,Bibiana,Zeller,Frau des Polizeisergeanten,"Zeller, Bibiana",140027904,Schauspieler
6504166ba47588ad6024b24e,,Michaela,Zemke,Das kranke Mädchen,Michaela Zemke,,Schauspieler
6504166ba47588ad6024b250,1862-1938,Karl,Zeska,Güldenstern (Hofleute),"Zeska, Carl",116983817,Schauspieler
6504166ba47588ad6024b251,1896-1977,Philipp,Zeska,Uriel,"Zeska, Philipp von",116983841,Schauspieler
671223a69526700cd17fb3a5,,Alfons,Zeska,Musik,Alfons Zeska,,Schauspieler
651691d696c724dc0090cc1b,1920-,Philipp von,Zeska,Regie,"Zeska, Philipp von",116983841,Schauspieler
6504166ba47588ad6024b265,,Klara,Ziegler,Deborah,"Ziegler, Klara",1073405729,Schauspieler
6504166ba47588ad6024b264,1760-1827,Friedrich Wilhelm,Ziegler,,"Ziegler, Friedrich W.",116987367,Schauspieler
6504166ba47588ad6024b26a,,Eva,Zilcher,Die Flucht nach Ägypten (Lagerlöf),"Zilcher, Eva",120145672X,Schauspieler
6504166ba47588ad6024b93d,,Harald,Zusanek,GEDICHTE,"Zusanek, Harald",118843516,Schauspieler
651691d696c724dc0090d0b2,,Harald,Zuschrader,,"Zuschrader, Harald",134566114,Schauspieler
6504166ba47588ad6024b271,,Karl Mathias,Zwerenz,Lucianus (Zwischenspiel),"Zwerenz, Karl Mathias",1356719953,Schauspieler
65e99f9a4578d73148e24db5,,,____,Benjamine,____,,Schauspieler
65bbf1df4cfe378558818ef7,,,_____,Cäcilie,_____,,Schauspieler
6504166ba47588ad6024a703,siehe Pian,Antonio,de Pian,Bühnenbild,"Pian, Antonio de",139436332,Schauspieler
66be7c9c797f4aaa6a8f1a78,,Lope,de Vega,,"Vega, Lope de",118626353,Schauspieler
